,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
54,54,181,"{'params': {'c1': [{'key': 'a', 'html': 'True'}, {'key': 'b', 'html': 'False'}], 'c2': [{'key': 'a', 'html': 'True'}, {'key': 'b', 'html': 'False'}], 'c3': [{'key': 'a', 'html': 'True'}, {'key': 'b', 'html': 'False'}], 'turn': 'left', 'direction': 'up'}, 'options': {}, 'true_answer': {'c1': {'key': 'a', 'html': 'True'}, 'c2': {'key': 'a', 'html': 'True'}, 'c3': {'key': 'b', 'html': 'False'}, 'a11': 'checked', 'a17': 'checked', 'b12': 'checked', 'b16': 'checked', 'b18': 'checked'}, 'variant_seed': '1w1t2ii'}",2020-10-17T00:34:28-07,gray1,2020-10-17T07:34:28.209Z,New variant,2020-10-17 00:34:28 (PDT),103670.0,15.0,snap/logical-procedures/roboto,1380.0,14.0,,70156.0,1.0
55,55,181,,2020-10-17T00:34:28-07,green3,2020-10-17T07:34:28.375Z,View variant,2020-10-17 00:34:28 (PDT),103670.0,15.0,snap/logical-procedures/roboto,1380.0,14.0,,70156.0,1.0
56,56,181,"{'correct': True, 'submitted_answer': {'c1': 'a', 'c2': 'a', 'c3': 'b', 'a11': 'a11', 'a17': 'a17', 'b12': 'b12', 'b16': 'b16', 'b18': 'b18', 'checkeda11': 'checked', 'checkeda17': 'checked', 'checkedb12': 'checked', 'checkedb16': 'checked', 'checkedb18': 'checked'}}",2020-10-17T00:38:23-07,blue3,2020-10-17T07:38:23.576Z,Submission,2020-10-17 00:38:23 (PDT),103670.0,15.0,snap/logical-procedures/roboto,1380.0,14.0,109260.0,70156.0,1.0
57,57,181,,2020-10-17T00:38:23-07,green3,2020-10-17T07:38:23.813Z,View variant,2020-10-17 00:38:23 (PDT),103670.0,15.0,snap/logical-procedures/roboto,1380.0,14.0,,70156.0,1.0
58,58,181,,2020-10-17T00:38:25-07,green1,2020-10-17T07:38:25.994Z,View assessment overview,2020-10-17 00:38:25 (PDT),,,,,,,,
59,59,181,,2020-10-17T00:38:28-07,green3,2020-10-17T07:38:28.435Z,View variant,2020-10-17 00:38:28 (PDT),103673.0,3.0,lecture/privacy,1029.0,3.0,,70122.0,1.0
60,60,181,,2020-10-17T00:38:37-07,green3,2020-10-17T07:38:37.532Z,View variant,2020-10-17 00:38:37 (PDT),103673.0,3.0,lecture/privacy,1029.0,3.0,,70122.0,1.0
61,61,181,"{'correct': False, 'submitted_answer': {'t': 'a'}}",2020-10-17T00:39:53-07,blue3,2020-10-17T07:39:53.243Z,Submission,2020-10-17 00:39:53 (PDT),103673.0,3.0,lecture/privacy,1029.0,3.0,109262.0,70122.0,1.0
62,62,181,,2020-10-17T00:39:53-07,green3,2020-10-17T07:39:53.344Z,View variant,2020-10-17 00:39:53 (PDT),103673.0,3.0,lecture/privacy,1029.0,3.0,,70122.0,1.0
63,63,181,,2020-10-17T00:39:55-07,green1,2020-10-17T07:39:55.519Z,View assessment overview,2020-10-17 00:39:55 (PDT),,,,,,,,
64,64,181,"{'points': 8, 'correct': True, 'max_points': 8, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103670.0,15.0,snap/logical-procedures/roboto,1380.0,14.0,,70156.0,1.0
65,65,181,"{'points': 0, 'correct': True, 'max_points': 0, 'score_perc': 0}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103671.0,1.0,PLEDGE,1046.0,1.0,,70120.0,1.0
66,66,181,"{'points': 0, 'correct': True, 'max_points': 0, 'score_perc': 0}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103672.0,2.0,SURVEY,1372.0,2.0,,70121.0,1.0
67,67,181,"{'points': 0, 'correct': False, 'max_points': 2, 'score_perc': 0}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103673.0,3.0,lecture/privacy,1029.0,3.0,,70122.0,1.0
68,68,181,"{'points': 2, 'correct': True, 'max_points': 2, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103674.0,4.0,lecture/algorithms,1373.0,4.0,,70125.0,1.0
69,69,181,"{'points': 2, 'correct': True, 'max_points': 2, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103675.0,5.0,lecture/testing+2048,1375.0,5.0,,70126.0,1.0
70,70,181,"{'points': 0, 'correct': False, 'max_points': 2, 'score_perc': 0}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103676.0,6.0,lecture/global-impact,1374.0,6.0,,70127.0,1.0
71,71,181,"{'points': 2, 'correct': True, 'max_points': 2, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103677.0,7.0,number-multiplication,167.0,7.0,,70128.0,1.0
72,72,181,"{'points': 4, 'correct': True, 'max_points': 4, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103678.0,8.0,programming-paradigm,168.0,8.0,,70129.0,1.0
73,73,181,"{'points': 5, 'correct': True, 'max_points': 5, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103679.0,9.0,snap/iteration/mystery-equation-v2,214.0,9.0,,70131.0,1.0
74,74,181,"{'points': 10, 'correct': True, 'max_points': 10, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103680.0,10.0,snap/HOFs/map-keep,1378.0,10.0,,70134.0,1.0
75,75,181,"{'points': 8, 'correct': True, 'max_points': 8, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103681.0,12.0,snap/recursion/magical-mystery/v2,1382.0,11.0,,70136.0,1.0
76,76,181,"{'points': 8, 'correct': False, 'max_points': 10, 'score_perc': 80}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103682.0,13.0,snap/HOFs/map-keep-combine,1379.0,12.0,,70137.0,1.0
77,77,181,"{'points': 10, 'correct': True, 'max_points': 10, 'score_perc': 100}",2020-10-17T00:40:22-07,brown1,2020-10-17T07:40:22.226Z,Score question,2020-10-17 00:40:22 (PDT),103683.0,14.0,snap/complexity,1377.0,13.0,,70152.0,1.0
78,78,181,"{'points': 8, 'max_points': 65, 'score_perc': 12.3076923076923}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
79,79,181,"{'points': 8, 'max_points': 65, 'score_perc': 12.3076923076923}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
80,80,181,"{'points': 8, 'max_points': 65, 'score_perc': 12.3076923076923}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
81,81,181,"{'points': 8, 'max_points': 65, 'score_perc': 12.3076923076923}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
82,82,181,"{'points': 10, 'max_points': 65, 'score_perc': 15.3846153846154}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
83,83,181,"{'points': 12, 'max_points': 65, 'score_perc': 18.4615384615385}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
84,84,181,"{'points': 12, 'max_points': 65, 'score_perc': 18.4615384615385}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
85,85,181,"{'points': 14, 'max_points': 65, 'score_perc': 21.5384615384615}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
86,86,181,"{'points': 18, 'max_points': 65, 'score_perc': 27.6923076923077}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
87,87,181,"{'points': 23, 'max_points': 65, 'score_perc': 35.3846153846154}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
88,88,181,"{'points': 33, 'max_points': 65, 'score_perc': 50.7692307692308}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
89,89,181,"{'points': 41, 'max_points': 65, 'score_perc': 63.0769230769231}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
90,90,181,"{'points': 49, 'max_points': 65, 'score_perc': 75.3846153846154}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
91,91,181,"{'points': 59, 'max_points': 65, 'score_perc': 90.7692307692308}",2020-10-17T00:40:22-07,brown3,2020-10-17T07:40:22.226Z,Score assessment,2020-10-17 00:40:22 (PDT),,,,,,,,
92,92,181,,2020-10-17T00:40:22-07,gray3,2020-10-17T07:40:22.226Z,Close,2020-10-17 00:40:22 (PDT),,,,,,,,
93,93,181,,2020-10-17T00:40:22-07,green1,2020-10-17T07:40:22.909Z,View assessment overview,2020-10-17 00:40:22 (PDT),,,,,,,,
94,94,181,,2020-10-19T12:21:29-07,green1,2020-10-19T19:21:29.369Z,View assessment overview,2020-10-19 12:21:29 (PDT),,,,,,,,
95,95,181,"{'points': 2, 'correct': None, 'max_points': 2, 'score_perc': 100}",2020-10-20T00:09:15-07,brown1,2020-10-20T07:09:15.928Z,Score question,2020-10-20 00:09:15 (PDT),103676.0,6.0,lecture/global-impact,1374.0,6.0,,,
96,96,181,"{'points': 61, 'max_points': 65, 'score_perc': 93.8461538461538}",2020-10-20T00:09:15-07,brown3,2020-10-20T07:09:15.928Z,Score assessment,2020-10-20 00:09:15 (PDT),,,,,,,,
